order,value,url,scrape_date,order_var
1,French MPs protected as antisemitism increases,NA,2023-10-12T17:44:55Z,NA
2,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T17:44:55Z,NA
3,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T17:44:55Z,NA
4,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T17:44:55Z,NA
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T17:44:55Z,NA
6,IOC suspends Russian Olympic Committee,NA,2023-10-12T17:44:55Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T17:44:55Z,NA
8,X claims it is erasing 'illegal' Hamas content,NA,2023-10-12T17:44:55Z,NA
9,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T17:44:55Z,NA
10,Frank Gardner: Hostage crisis is toughest Israel has ever faced,NA,2023-10-12T17:44:55Z,NA
1,French MPs protected as antisemitism increases,NA,2023-10-12T17:49:57Z,NA
2,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T17:49:57Z,NA
3,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T17:49:57Z,NA
4,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T17:49:57Z,NA
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T17:49:57Z,NA
6,IOC suspends Russian Olympic Committee,NA,2023-10-12T17:49:57Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T17:49:57Z,NA
8,X claims it is erasing 'illegal' Hamas content,NA,2023-10-12T17:49:57Z,NA
9,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T17:49:57Z,NA
10,Frank Gardner: Hostage crisis is toughest Israel has ever faced,NA,2023-10-12T17:49:57Z,NA
1,French MPs protected as antisemitism increases,NA,2023-10-12T17:54:59Z,NA
2,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T17:54:59Z,NA
3,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T17:54:59Z,NA
4,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T17:54:59Z,NA
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T17:54:59Z,NA
6,IOC suspends Russian Olympic Committee,NA,2023-10-12T17:54:59Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T17:54:59Z,NA
8,X claims it is erasing 'illegal' Hamas content,NA,2023-10-12T17:54:59Z,NA
9,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T17:54:59Z,NA
10,Frank Gardner: Hostage crisis is toughest Israel has ever faced,NA,2023-10-12T17:54:59Z,NA
1,French MPs protected as antisemitism increases,NA,2023-10-12T18:00:01Z,NA
2,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:00:01Z,NA
3,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:00:01Z,NA
4,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:00:01Z,NA
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:00:01Z,NA
6,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:00:01Z,NA
7,X claims it is erasing 'illegal' Hamas content,NA,2023-10-12T18:00:01Z,NA
8,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:00:01Z,NA
9,IOC suspends Russian Olympic Committee,NA,2023-10-12T18:00:01Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:00:01Z,NA
1,French MPs protected as antisemitism increases,NA,2023-10-12T18:05:04Z,NA
2,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:05:04Z,NA
3,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:05:04Z,NA
4,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:05:04Z,NA
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:05:04Z,NA
6,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:05:04Z,NA
7,X claims it is erasing 'illegal' Hamas content,NA,2023-10-12T18:05:04Z,NA
8,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:05:04Z,NA
9,IOC suspends Russian Olympic Committee,NA,2023-10-12T18:05:04Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:05:04Z,NA
1,French MPs protected as antisemitism increases,NA,2023-10-12T18:10:06Z,NA
2,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:10:06Z,NA
3,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:10:06Z,NA
4,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:10:06Z,NA
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:10:06Z,NA
6,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:10:06Z,NA
7,X claims it is erasing 'illegal' Hamas content,NA,2023-10-12T18:10:06Z,NA
8,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:10:06Z,NA
9,IOC suspends Russian Olympic Committee,NA,2023-10-12T18:10:06Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:10:06Z,NA
1,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:15:08Z,NA
2,French MPs protected as antisemitism increases,NA,2023-10-12T18:15:08Z,NA
3,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:15:08Z,NA
4,Airliner diverted to Stansted after security threat,NA,2023-10-12T18:15:08Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:15:08Z,NA
6,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:15:08Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:15:08Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:15:08Z,NA
9,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:15:08Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:15:08Z,NA
1,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:20:10Z,NA
2,French MPs protected as antisemitism increases,NA,2023-10-12T18:20:10Z,NA
3,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:20:10Z,NA
4,Airliner diverted to Stansted after security threat,NA,2023-10-12T18:20:10Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:20:10Z,NA
6,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:20:10Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:20:10Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:20:10Z,NA
9,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:20:10Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:20:10Z,NA
1,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:25:12Z,NA
2,Airliner diverted to Stansted after security threat,NA,2023-10-12T18:25:12Z,NA
3,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:25:12Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:25:12Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:25:12Z,NA
6,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:25:12Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:25:12Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:25:12Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:25:12Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:25:12Z,NA
1,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:30:15Z,NA
2,Airliner diverted to Stansted after security threat,NA,2023-10-12T18:30:15Z,NA
3,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:30:15Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:30:15Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:30:15Z,NA
6,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:30:15Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:30:15Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:30:15Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:30:15Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:30:15Z,NA
1,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:35:18Z,NA
2,Airliner diverted to Stansted after security threat,NA,2023-10-12T18:35:18Z,NA
3,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:35:18Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:35:18Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:35:18Z,NA
6,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',NA,2023-10-12T18:35:18Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:35:18Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:35:18Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:35:18Z,NA
10,Nervousness palpable at Israel's border with Lebanon,NA,2023-10-12T18:35:18Z,NA
1,Airliner diverted to Stansted after security threat,NA,2023-10-12T18:40:20Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:40:20Z,NA
3,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:40:20Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:40:20Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:40:20Z,NA
6,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T18:40:20Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:40:20Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:40:20Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:40:20Z,NA
10,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:40:20Z,NA
1,Airliner escorted to Stansted over security fears,NA,2023-10-12T18:45:22Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:45:22Z,NA
3,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:45:22Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:45:22Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:45:22Z,NA
6,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T18:45:22Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:45:22Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:45:22Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:45:22Z,NA
10,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:45:22Z,NA
1,Airliner escorted to Stansted over security fears,NA,2023-10-12T18:50:24Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:50:24Z,NA
3,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:50:24Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:50:24Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:50:24Z,NA
6,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T18:50:24Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:50:24Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:50:24Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:50:24Z,NA
10,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:50:24Z,NA
1,Airliner escorted to Stansted over security fears,NA,2023-10-12T18:55:26Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T18:55:26Z,NA
3,Syria says Israeli missiles hit its main airports,NA,2023-10-12T18:55:26Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T18:55:26Z,NA
5,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T18:55:26Z,NA
6,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T18:55:26Z,NA
7,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T18:55:26Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T18:55:26Z,NA
9,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T18:55:26Z,NA
10,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T18:55:26Z,NA
1,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:00:29Z,NA
2,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:00:29Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:00:29Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:00:29Z,NA
5,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:00:29Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:00:29Z,NA
7,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:00:29Z,NA
8,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:00:29Z,NA
9,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T19:00:29Z,NA
10,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:00:29Z,NA
1,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:05:31Z,NA
2,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:05:31Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:05:31Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:05:31Z,NA
5,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:05:31Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:05:31Z,NA
7,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:05:31Z,NA
8,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:05:31Z,NA
9,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T19:05:31Z,NA
10,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:05:31Z,NA
1,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:10:33Z,NA
2,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:10:33Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:10:33Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:10:33Z,NA
5,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:10:33Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:10:33Z,NA
7,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:10:33Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T19:10:33Z,NA
9,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:10:33Z,NA
10,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:10:33Z,NA
1,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:15:35Z,NA
2,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:15:35Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:15:35Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:15:35Z,NA
5,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:15:35Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:15:35Z,NA
7,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:15:35Z,NA
8,US House in limbo as Scalise scrambles for votes,NA,2023-10-12T19:15:35Z,NA
9,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:15:35Z,NA
10,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:15:35Z,NA
1,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:20:37Z,NA
2,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:20:37Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:20:37Z,NA
4,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:20:37Z,NA
5,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:20:37Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:20:37Z,NA
7,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:20:37Z,NA
8,US House paralysed as Scalise scrambles for votes,NA,2023-10-12T19:20:37Z,NA
9,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:20:37Z,NA
10,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:20:37Z,NA
1,UK to deploy Royal Navy ships to support Israel,NA,2023-10-12T19:25:40Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:25:40Z,NA
3,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:25:40Z,NA
4,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:25:40Z,NA
5,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:25:40Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:25:40Z,NA
7,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:25:40Z,NA
8,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:25:40Z,NA
9,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:25:40Z,NA
10,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:25:40Z,NA
1,UK to deploy Royal Navy ships to support Israel,NA,2023-10-12T19:30:42Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:30:42Z,NA
3,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:30:42Z,NA
4,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:30:42Z,NA
5,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:30:42Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:30:42Z,NA
7,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:30:42Z,NA
8,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:30:42Z,NA
9,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:30:42Z,NA
10,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:30:42Z,NA
1,UK to deploy Royal Navy ships to support Israel,NA,2023-10-12T19:35:44Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:35:44Z,NA
3,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:35:44Z,NA
4,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:35:44Z,NA
5,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:35:44Z,NA
6,Egypt warned Israel days before Hamas struck - US,NA,2023-10-12T19:35:44Z,NA
7,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:35:44Z,NA
8,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:35:44Z,NA
9,California player wins $1.76bn Powerball jackpot,NA,2023-10-12T19:35:44Z,NA
10,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:35:44Z,NA
1,UK to deploy Royal Navy ships to support Israel,NA,2023-10-12T19:40:46Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:40:46Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:40:46Z,NA
4,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:40:46Z,NA
5,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:40:46Z,NA
6,US House paralysed as Scalise scrambles for votes,NA,2023-10-12T19:40:46Z,NA
7,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:40:46Z,NA
8,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:40:46Z,NA
9,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:40:46Z,NA
10,Gaza hospitals risk turning into morgues - Red Cross,NA,2023-10-12T19:40:46Z,NA
1,UK to deploy Royal Navy ships to support Israel,NA,2023-10-12T19:45:48Z,NA
2,France bans all pro-Palestinian demonstrations,NA,2023-10-12T19:45:48Z,NA
3,Ex-soldier fought off Hamas and saved kibbutz neighbours,NA,2023-10-12T19:45:48Z,NA
4,Airliner escorted to Stansted over security fears,NA,2023-10-12T19:45:48Z,NA
5,Bernie Ecclestone pleads guilty to fraud,NA,2023-10-12T19:45:48Z,NA
6,US House paralysed as Scalise scrambles for votes,NA,2023-10-12T19:45:48Z,NA
7,Syria says Israeli missiles hit its main airports,NA,2023-10-12T19:45:48Z,NA
8,Wife of deposed Gabon President Bongo detained,NA,2023-10-12T19:45:48Z,NA
9,IOC suspends Russian Olympic Committee,NA,2023-10-12T19:45:48Z,NA
